HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,5760,1,1
1,7264,3,3
2,3744,8,8
3,736,36,36
4,12288,79,79
5,11968,91,91
6,1984,121,121
7,36576,166,166
8,6304,171,171
9,16256,180,180
10,736,211,211
11,14403104,226,226
