HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,5792,1,1
1,10624,3,3
2,9568,74,74
3,4768,146,146
4,11072,158,158
5,11680,205,205
6,19040,255,255
7,6208,260,260
8,16096,269,269
9,704,300,300
10,15156512,315,315
