HUD frame time nsec:,26065000

Range Index,Elapsed Time, First Event,Last Event
0,5952,1,1
1,9792,3,3
2,23040,76,76
3,15040,150,150
4,25344,162,162
5,39840,211,211
6,56960,263,263
7,5888,268,268
8,34368,277,277
9,608,308,308
10,12967904,323,323
