HUD frame time nsec:,21548000

Range Index,Elapsed Time, First Event,Last Event
0,5984,1,1
1,10176,3,3
2,12064,74,74
3,10848,146,146
4,25280,158,158
5,28672,205,205
6,40480,255,255
7,6016,260,260
8,34464,269,269
9,640,300,300
10,13891872,315,315
