HUD frame time nsec:,23372000

Range Index,Elapsed Time, First Event,Last Event
0,5696,1,1
1,7648,3,3
2,6976,18,18
3,14784,69,69
4,736,74,74
5,736,79,79
6,736,84,84
7,704,88,88
8,7872,126,126
9,11616,138,138
10,8416,189,189
11,704,194,194
12,704,199,199
13,704,204,204
14,864,208,208
15,704,246,246
16,6336,251,251
17,15392,260,260
18,736,291,291
19,14447072,306,306
