HUD frame time nsec:,22901000

Range Index,Elapsed Time, First Event,Last Event
0,5920,1,1
1,10048,3,3
2,23104,76,76
3,15136,150,150
4,26336,162,162
5,28448,211,211
6,44736,263,263
7,6144,268,268
8,33856,277,277
9,640,308,308
10,15047328,323,323
