HUD frame time nsec:,24735000

Range Index,Elapsed Time, First Event,Last Event
0,6272,2,2
1,9440,4,4
2,23168,77,77
3,15040,151,151
4,26784,163,163
5,37536,212,212
6,59520,264,264
7,6080,269,269
8,34720,278,278
9,640,309,309
10,14535392,324,324
